College ID,State,Name of the College,"Govt./Aided/Private/
Deemed"
AYU0444,Uttar Pradesh,"SAS Ayurvedic Medical College & Hospital, Rameshwar Road, Harhua-221105,
Uttar Pradesh",Private
AYU0445,Uttar Pradesh,"SKS Ayurvedic Medical College & Hospital , NH-2, Village-Chaumuhan, Distt- Chhata Mathura-281406,
Uttar Pradesh",Private
AYU0446,Gujarat,"K.J. Institute of Ayurveda & Research,
K.J. Campus, Opp. I.T.I., Javla-Salvi, P.O.Savli-391770, Distt.- Vadodara, Gujarat",Private
AYU0448,Uttar Pradesh,"APEX Institute of Ayurvedic Medicine & Hospital, Nh-7, Mirzapur-Varanasi Road, Samaspur, Chunar, Mirzapur-231304,
Uttar Pradesh",Private
AYU0449,Uttar Pradesh,"F.S Ayurvedic Medical College & Hospital, Near Balaji Mandir, Shikohabad, Firozabad-205135, Uttar Pradesh",Private
AYU0450,Uttar Pradesh,"KVS Institute of Ayurvedic Medical Science & Research Centre, Mardapur Bakshupur, Ghazipur-275204, Uttar Pradesh",Private
AYU0451,Maharashtra,"Dr. Rajendra Gode Ayurved College, Hospital & Research Centre, Mardi Road, Amravati-444602, Maharashtra",Private
AYU0453,Uttar Pradesh,"Ankerite Ayurvedic Medical College & Hospital, Village Parverpurab, Post-Mohanlalganj, Lucknow-226301, Uttar Pradesh",Private
AYU0454,Uttarakhand,"Doon Institute of Medical Sciences, (Faculty of Ayurved)  Village Shankarpur, Shahaspur, Th. Vikash Nagar, Distt. Dehradun-248197, Uttarakhand",Private
AYU0455,Uttarakhand,"Beehive Ayurved Medical College & Hospital, Central Hopetown, Selaqui, Dehradun-248197, Uttarakhand",Private
AYU0456,Uttar Pradesh,"Doon Ayurvedic Medical College & Hospital, VPO Sunderpur Tanko, Tehsil-Behat, Distt- Saharanpur-247662, Uttar Pradesh",Private
AYU0457,Uttarakhand,"Shivalik Institute of Ayurved & Research, Jhajra, Chakrata Road, Dehradun-248007, Uttarakhand",Private
AYU0458,Uttar Pradesh,"Chandra Shekhar Singh Ayurvedic Sansthan, Village-Koilaha, Post-Saiyad Saraya, Distt. Kaushambi-212213,
Uttar Pradesh",Private
AYU0459,Uttarakhand,"Smt. Manjira Devi Ayurvedic Medical College And Hospital, Rukmani Nagar, Hitanu Dhanari, Uttarkashi-249151, Uttarakhand",Private
AYU0460,Uttar Pradesh,"SCPM Ayurvedic Medical College & Hospital, Lucknow Road, Haripur Gonda-271003, Uttar Pradesh",Private
AYU0466,Uttarakhand,"Bishamber Sahai Ayurvedic Medical College & Research Centre, 175 Bhushan Bhawan, Saket colony,  Roorkee-247667, Uttarakhand",Private
AYU0468,Chhattisgarh,"Mahaveer College of Ayurvedic Science, Vill-Sundra, G.E. Road, Rajnandgaon-491441,
Chhattisgarh",Private
AYU0469,Gujarat,"Parul Institute of Ayurved & Research,
P.O. Limda, Ta. Waghodia, Distt. Vadodara-391760, Gujarat",Private
AYU0470,Gujarat,"Noble Ayurved College & Research Institute,
Parthvatika, Bhesan Road, Via-Vadal, At. Bamangam, Distt. Junagadh-362310, Gujarat",Private
AYU0471,Gujarat,"Bachubhai Govindbhai Garaiya Ayurved College, Vill. Kalipat, Bhavnagar Highway, Behind Ashapur Hotel, Distt. Rajkot-360020,
Gujarat",Private
AYU0472,Gujarat,"Netra Chikitsa Ayurved College, Chital Road, Amreli-365601, Gujarat",Private
AYU0473,Gujarat,"Global Institute of Ayurveda, Rajkot-Bhavnagar Highway,
Nr. Gadhaka Patiyu, Distt. & Tal. Rajkot.
Vill. Tramba, Gujarat-360020",Private
AYU0474,Gujarat,"Ananya College of Ayurveda, Umiya Mata Kadva Patidar Education & Samaj Seva Trust, KIRC Campus, Ahmedabad-Mahesana Highway, Kalol, Distt. Gandhinagar-382721, Gujarat",Private
AYU0476,Jammu & Kashmir,"Government Ayurvedic Medical College, Akhnoor, Indira Chock Jammu,
Near MLA Hostel Jammu -184101, Jammu & Kashmir",Government
AYU0477,Karnataka,"Sri Paripoorna Sanathana Ayurveda Medical College, Hospital And Research Centre, At No. 91, Kaivalya Sannidana, Arjunabettahalli, Gollahalli Post, Nelamangala Taluk, Bengaluru,  Karnataka",Private
AYU0479,Karnataka,"Karavali Ayurvedic Medical College Hospital & Research Centre, Neeramarga, Mangalore-575029, Karnataka",Private
AYU0480,Karnataka,"H.K.D.E.T'S Rajarajeshwari Ayurvedic Medical College & Hospital, NH-9, Veerbhadragiri, Sindenkera Cross, Humnabad-585330,
Distt.-Bidar, Karnataka",Private
AYU0481,Karnataka,"Karnataka State Government Daily Wages Employee's Federation,  Sanjeevini Ayurveda Medical College and Hospital, Dr. K.S. Sharma Campus, Vishwashrama Chetana, Basaveshwara Nagar, Gokul Road,
Hubballi-580030, Karnataka",Private
AYU0482,Karnataka,"Shree Beereshwar Shikshan Sanstha, Krishna Ayurvedic Medical College & Hospital,
Behind Syrian Hospital, Old PB Road, At/Post:Sankeshwar-591313, Tq: Hukkeri, Distt., Belgaum, Karnataka",Private
AYU0484,Karnataka,"Jain AGM Ayurveda Medical College & Hospital, At/Post Navagrahateertha, N.H-4 Road, Varur-Chabbi-581207, Tq. Hubblli,
Distt. Dharward, Karnataka",Private
AYU0485,Madhya Pradesh,"Sam College of Ayurvedic Sciences & Hospital, Village-Agariya Chopra, Block-Saanchi, Tehsil,  Raisen- 464551, Madhya Pradesh",Private
AYU0486,Madhya Pradesh,"Vijayshree Ayurvedic Medical College and Hospital, JDA Scheme No. 41/65, Gram Basaha (Raingwa), Near Kachpura Railway Station, Post Office- Garha (Main),
Jabalpur-482003, Madhya Pradesh",Private
AYU0489,Madhya Pradesh,"L.N. Ayurved College & Hospital, Bhopal, J.K Town, Sarvadharam, C-Sector,
Kolar Road, Bhopal-462042, Madhya Pradesh",Private
AYU0492,Madhya Pradesh,"Sri Sai Institute of Ayurvedic Research & Medicine, Village-Hinituia Alam, Ward No.84, Rani Awanti Bai Marg, Kolar Road,
Bhopal-462042, Madhya Pradesh",Private
AYU0494,Maharashtra,"Bhausaheb Mulak Ayurved College & Research Hospital, Plot No. P-73, R&C Zone, MIDC, Butibori,
Nagpur-441122, Maharashtra",Private
AYU0495,Maharashtra,"Dr. Vedprakash Patil Ayurved College & Research Institute Gut No.159, Revgaon Road, Tq. & Dist Jalna-431203, Maharashtra",Private
AYU0496,Maharashtra,"Swami Vivekanand Ayurved Medical College & Research Centre, Pargaon, Sudrik, Shrigonda, Ahmednagar-413701, Maharashtra",Private
AYU0498,Uttar Pradesh,"Shri Satya Ayurvedic Medical College & Hospital, Dhanupura (Lodhipur Rajput) Delhi Road, Po Pakbara, Moradabad-244102,
Uttar Pradesh",Private
AYU0499,Uttar Pradesh,"Kalawati Ayurvedic Medical College & Research Centre & Hospital, Gorha, Kasganj-207123, Uttar Pradesh",Private
AYU0500,Uttar Pradesh,"Ishan Ayurved Medical College & Research Centre, Plot No.1A/1 & 1A/2, Knowledge Park-1, Greater Noida-201310, Uttar Pradesh",Private
AYU0502,Uttar Pradesh,"ITM Ayurvedic Medical College, Village Jungal Dudhal URF Chehari, Tappa Kathara, Pharenda-
Haveli, Post-Chehari, Maharajganj-273303, Uttar Pradesh",Private
AYU0503,Uttar Pradesh,"Sanskriti Ayurvedic Medical College & Hospital, 28 KM. Stone, Chhatam Mathura-281401, Uttar Pradesh",Private
AYU0504,Uttar Pradesh,"Dr. Anar Singh Ayurvedic Medical College & Hospital, Bewar Road, Fatehgarh Distt.
Farrukhabad-209601, Uttar Pradesh",Private
AYU0506,Uttar Pradesh,"Bhagwant Ayurvedic College & Hospital,
Bhagwantpuram, 17Th Mile Stone, Bijnor-Delhi Highway, Vill-Kailapur Jasmor, Tehsil- Jansath Distt. Muzaffarnagar-251315, Uttar Pradesh",Private
AYU0508,Uttar Pradesh,"Bhartiya Ayurvedic Medical College, At Village-Kudena, Gajraula  J.P. Nagar,
Amroha-244235, Uttar Pradesh",Private
AYU0509,Uttar Pradesh,"M.D. Ayurvedic College & Hospital, Babarpur, Sikandra,
Agra-287007, Uttar Pradesh",Private
AYU0510,Uttar Pradesh,"SNSK Ayurvedic Medical College Hospital, Bhavrahan, Pandeypur Radhe, Ghazipur-233300, Uttar Pradesh",Private
AYU0512,Uttar Pradesh,"Sardar Patel Institute of Ayurvedic Medical Science & Research Centre, Kankaha, Raibarely Road, Mohan Lal Ganj,
Lucknow-226301, Uttar Pradesh",Private
AYU0518,Uttarakhand,"Dev Bhoomi Medical College of Ayurveda & Hospital, Navgaon Manduwala, Dehradun-248007, Uttarakhand",Private
AYU0522,Maharashtra,"Anand Ayurved College, Phulewadi Road, Vaijapur, Distt. Aurangabad-423701, Maharashtra",Private
AYU0523,Maharashtra,"Ashokrao Mane Ayurveda Medical College and Hospital at Vathar Tarf Vadagaon, Taluka
Hatkanangle, Kohlapur, Maharashtra",Private
AYU0526,Gujarat,"Aarihant Ayurvedic Medical College & Research Institute, At. Bhoyan Rathod, Opp. IFFCO-
Sertha Road, Gandhinagar-382420, Gujarat",Private
AYU0528,"Uttar
Pradesh","Charak Ayurvedic Medical College, Hospital and Research Centre, VPO - Panchi, Hapur -
Meerut Road, Distt. Meerut-245206, Uttar Pradesh",Private
AYU0533,Gujarat,"Gokul Ayurvedic College, Gokul Foundation, Opp. I.O.C. Depot, State Highway No. 41,
Sujanpur, Patia, Sidhpur-384151, Distt. Patan, Gujarat",Private
AYU0534,Maharashtra,"Datta Meghe Ayurvedic Medical College, Hospital & Research Center, wanadongri, Hingna
Road, Nagpur-440019, Maharashtra",Private
AYU0538,Karnataka,"Govt. Ayurveda Medical College & Teaching Hospital, Opppsite to I.B., Sagar Road,
Shivamogga-577201, Karnataka",Government
AYU0540,Maharashtra,"Sant Gajanan Maharaja Ayurved Medical College, Mahagaon, Tal. Gadhinslaj, Distt. Kolhapur,
Maharashtra-406503",Private
AYU0541,Gujarat,"Krishna Ayurved Medical College Bits Edu Capmpus Vadodara- Mumbai NH 8, Varnama,
Vadodara-391240, Gujarat",Private
AYU0542,Karnataka,"Yenepoya Ayurvedic Medical College & Hospital, R.S.No.28/29/32: Naringana Village, Post: Deralakatte (Mangaluru) Talk: Bantval, Distt. Dikshin Kannada-575018, Karnataka,",Deemed University (Private)
AYU0545,Uttar Pradesh,"Rama Ayurvedic Medical College & Hospital, Rama City, GT Road, Near Mandhana Railway
Station, Mandhana, Kanpur-209217, Uttar Pradesh",Private
AYU0546,Uttarakhand,"Surajmal Medical College of
Ayurveda & Hospital, Kichha, Distt. Udham Singh Nagar, Uttarakhand-263148",Private
AYU0548,Uttar Pradesh,"Baba Vishwanath Ayurvedic Medical College & Hospital Martiganj, Azamgarh-223224, Uttar
Pradesh",Private
AYU0553,Karnataka,"Adichunchanagiri Ayurvedic Medical College, Hospital & Research Center, Survey No.-112,
Nagaruru, Dasanapura Hobli, Nelamangala, Bengaluru Karnataka",Private
AYU0565,Gujarat,"Jay Jalaram Ayurvedic Medical College, Shivpuri, Post-Kakanpur, Ta. Godhra, Distt.
Panchmahal-388713, Gujarat",Private
AYU0577,New Delhi,"All India Institute of Ayurveda, Mathura Road, Gautampuri, Sarita Vihar, Gautampuri Awas,
Badarpur, New Delhi, Delhi 110076",Government
AYU0579,Karnataka,"Rajeev Institute of Ayurvedic Medical Sciences and Research Centre, Hassan-573201,
Karnataka",Private
AYU0580,Karnataka,"SBG Ayurvedic Medical College & Hospital, CTS No.-4125/2B, Laxami Tekadi, Opp. Federal
Bank, Ganeshpur Road, Belgavi-590009, Karnataka",Private
AYU0581,Maharashtra,"Bhimashanker Ayurved College, Wadgaon, Kashimbeg (Walunjwadi), Tal. Ambegaon, Dist.
Pune, Maharashtra",Private
AYU0582,Tamil Nadu,"Nandha Ayurveda Medical College and hospital, At Thiruvachi Village, Pittchandampalayam
Post, Erode-638052, Tamil Nadu",Private
AYU0584,Karnataka,"Sharada Ayurveda Medical College and hospital, Devinagar, Talapady Mangaluru, Karnataka",Private
AYU0586,Maharashtra,"Dr. Deepak Patil Ayurvedic Medical College & Research Center, A/p Borpadale, Tal. Panhala,
Dist. Kolhapur-416213, Maharashtra",Private
AYU0587,Rajasthan,"Keshav Ayurvedic Medical College and hospital, Aklera, Jhalawar-326033, Rajasthan",Private
AYU0590,Maharashtra,"B.R. Harne Ayurvedic Medical College, At Karva, Vangani (W), Tal Ambernath, Distt. Thane-
421503, Maharashtra",Private
AYU0592,Maharashtra,"Government Ayurved College & Hospital, P.O. Chincholi, Ajanta Road, TQ. & Distt. Jalgaon,
Maharashta",Government
AYU0619,"Uttar
Pradesh","Naiminath Ayurvedic Medical College, Hospital and research centre, N.H.-2
Nawalpur, Near Kuberpur, Etmadpur, Agra, Uttar Pradesh -283202",Private
AYU0620,Maharashtra,"Smt. Shalinitai Meghe Ayurved Medical College, Hospital & Research Centre at Bhillewada,
Bhandara-441904, Maharashtra",Private
AYU0621,Meghalaya,"North Eastern Institute of Ayurveda & Homeopathy (NEIAH), Mawdiangdiang, Shillong-793018, Meghalaya",Central Univerity (Government)
AYU0622,Uttar Pradesh,"Guru Gorakshnath Institute of Medical Sciences, Sonbarsa, Balapar Maniram, Gorakhpur-
273007, Uttar Pradesh",Private
AYU0623,Karnataka,"Dr. Ravi Patil Ayurvedic Medical College and Hospital, at Village Honaga Taluka & Dist Balagavi-
591156, Karnataka",Private
AYU0624,Karnataka,"Kundapura Rural Ayurveda Medical College & Hospital, #1-57/3. Prafulla Encalve, Halady
Road, Koteshwara, Kundapura-576222, Karnataka",Private
AYU0625,karnataka,"Shri Basaveshwara Ayurvedic Medical College, Hospital and Research Centre, Shadabad Road
Kalaburgi-585105, Karnataka",Private
AYU0627,Karnataka,"Neelganga Education Trust, Neelganga Neelaya, 03, 3rd Main 4th Cross Jyoti Nagar, Muneshwara, Layout, Chikabetthal, Vidyaranyapura, Bangalore-560079, Karnataka",Private
AYU0629,Madhya Pradesh,"R.N. Kapoor Memorial Ayurvedic Medical College & Hospital, Indore-Dewas Bypass Road,
Village: Arandia, Post Jhalariya Indore-452016, Madhya Pradesh",Private
AYU0630,Madhya Pradesh,"Poornayu Ayurvedic Chikitsalaya Evam Anusandhan Vidhyapeeth Girls College, Dayodaya
Teerth, Tilwara Ghat, Jabalpur-482003, Madhya Pradesh",Private
AYU0631,Madhya Pradesh,"Sardar Ajit Singh Smriti
Ayurved Mahavidyalay, Adampur Chawani, Raisen Road, Dist-Bhopal-462022, Madhya Pradesh",Private
AYU0632,Madhya Pradesh,"Faculty of Ayurveda, Viii. Gadia, Ratha Khedi, Bildisganj, Sehore-462111, Madhya Pradesh",Private
AYU0633,Maharashtra,"Sai Ayurveda Medical College and Research Institute, Gut No-11, Khandala, Tq. Vaijapur,
Dist.Aurangabad, Maharashtra",Private
AYU0635,Odisha,"Sri Sri College of Ayurvedic Science and Research Hospital, Sri Sri University, Bidyadharpur,
Arilo, Ward No.3, Cuttack-754006, Odisha",Private
AYU0636,Uttar Pradesh,"Babu Yugraj Singh Ayurvedic Medical
College & Hospital, Baghamau, Gomati Nagar Ext., sector-6, Lucknow, Uttar Pradesh-226010",Private
AYU0640,"Uttar
Pradesh","Rohilkhand  Ayurvedic Medical College & Hospital, Bareilly International University campus,
Nawada Jogiyan, Dohra Road, Bareilly, Uttar Pradesh-243006",Private
AYU0643,Uttarakhand,"Aroma Ayurvedic Medical College and Hospital, Vill. Shantershah, Post-Daulatpur, Distt-
Haridwar, Uttarakhand-249402",Private
AYU0644,Uttarakhand,"COER Medical college of Ayurveda and Hospital, Post Box No. -27, 7th Km, Roorkee•Haridwar
Road, Vardhamanpuram, Roorkee-247667, Uttarakhand""",Private
AYU0645,Madhya Pradesh,"Department of Ayurveda and Community, IES University, Kalkheda Ratibad Main Road, Bhopal-
462044, Madhya Pradesh",Private
AYU0646,Madhya Pradesh,"School of Ayurveda & Siddha Studies, Pachama, Sehore Madhya Pradesh-466001, Madhya
Pradesh",Private
AYU0647,Maharashtra,"Matoshri Ayurved College, Eklahare, Near Odha Gaon, Tal. Nashik, Dist. Nashik – 423401,
Maharashtra",Private
AYU0655,Madhya Pradesh,"Ram Krishna College of Ayurveda and Medical Sciences, Ram Krishna Dharmarth Foundation University, Near Airport Bypass Road,
Gandhinagar, Bhopal-462033, Madhya Pradesh",Private
AYU0656,Karnataka,"MRN Ayurvedic Medical college Hospital and Research Centre, Navanagar, Distt. Bagalkot-
587104, Karnataka",Private
AYU0657,Karnataka,"Samata Ayurvedic Medical College, Hospital and Research Centre, Opp. Koralli Cross, SH10,
Aland Kalaburgi-585302, Karnataka",Private
AYU0660,Maharashtra,"Ideal College of Ayurved, Village-Posheri, Tai. Wada, Dist.Palghar, Maharashtra",Private
AYU0661,"Uttar
Pradesh","Amarapali Ayurvedic Medical College, Vill. Behta Mujawar, Bangermau, Unnao-209801, Uttar
Pradesh",Private
AYU0663,Gujarat,"Dr. Vasant Parikh Ayurvedic Medical College, Post-Vadnagar, Dist-Mehsana-380052, Gujarat",Private
AYU0665,Gujarat,"Merchant Ayurved College, At & Post: Basna, Mehsana, Taluka -Visnagar, Distt. Mehsana,
Gujarat-384315",Private
AYU0667,Karnataka,"Sushrutha Institute of Ayurveda Medical Sciences & Research Center, Davangere-577005,
Karnataka",Private
AYU0668,Karnataka,"Swamy Vivekananda Ayurvedic Medical College and Hospital, Kesaratti Lingasgur, Distt.
Raichur, Karnataka- 584122",Private
AYU0669,Uttar Pradesh,"IIMT Ayurvedic Medical College & Hospital, '0' Pocket, Ganga Nagar, Mawana, Road, Meerut,
250001, Uttar Pradesh",Private
AYU0527,Maharashtra,"Dhaneshwari Ayurved College & research Institute, Gut No. 92, at Gevrai Tanda, Paithan
Road, Tq. and Distt. Aurangabad, Maharashtra",Private
AYU0626,Karnataka,"Achutha Ayurveda Medical College, Hospital and Research Centre, Gopalapura, Baglur Post,
Bangalore-560041, Karnataka",Private
AYU0628,Madhya Pradesh,"Sarvepalli Radhakrishnan College of Ayurveda, Hospital & Research Centre, Sarvcpalli Radhakrishnan University, NH-12, Hoshangabad Road, Jathedi, Bhopal-26, Madhya Pradesh",Private
AYU0641,Uttar Pradesh,"Kritika Ayurvedic College & Hospital, Khaikheda, Nawabganj, Bareilly-262406, Uttar Pradesh",Private
AYU0554,"Uttar
Pradesh","C.S. Ayurvedic Medical College & Hospital, Near P.A.C compound, Marehara Road, Distt. Etah,
Uttar Pradesh",Private
AYU0411,Tamil Nadu,"Immanuel Arasar Ayurveda Medical College & Hospital,
Nattalam, Marthandam, Kanyakumari-629195, Tamil Nadu",Private
AYU0666,Uttar Pradesh,"Future Institute of Ayurvedic Medical sciences, Gate No.
371,372,373,378,379,380,381,388,389,390,391, NH-24, Bareilly- Lucknow Road,
Village Gausganj Sarai, Tehsil Faridpur, Bareilly-243123, Uttar Pradesh",Private
AYU0585,Madhya Pradesh,"Dr. Shankar Dayal Sharma Ayurved college, KH No. 38-481211,38-481012 Gran Bhouri Bhopal-
Indore by Pass Road, Bhopal, Madhya pradesh",Private
AYU0634,Maharashtra,"Rashtrasant Janardhan Swami Ayurveda Medical College and research Centre, at Post
Kokamthan, Tal.Kopargaon, Dist. Ahmednagar, Maharashtra",Private
AYU0642,Uttar Pradesh,"Mangalayatan Ayurveda Medical College and Research Center, 33rd Milestone Aligarh-
Mathura Highway, PO: Beswan, Aligarh - 202145",Private
AYU0659,Madhya Pradesh,"Sardar Patel Ayurvedic Medical College & Hospital, Sardar Patel Knowledge City Waraseoni Road, Dongariya, Post Chillod, Tehsil Lalbaurra, Distt. Balaghat, Madhya Pradesh-481001",Private
AYU0551,"Uttar
Pradesh","Dronacharya Ayurvedic Educational Institute & Hospital, Khushalipur, Shakumbari Devi Road,
Distt. Saharanpur, Uttar Pradesh-247662",Private
AYU0744,Maharashtra,"Government Ayurveda College and Hospital, Baramati, at post- Medad, S.No. 414/1, Morgaon
Road, Baramati, Dist. Pune-413102, Maharashtra",Government
AYU0806,Goa,"All India Institute Of Ayurveda, North Goa,  Dhargal, Pernem,  Goa",Government
AYU0664,Gujarat,"Sumandeep Ayurved Medical College & Hospital, Sumandeep Vidyapeeth Deemed to University campus, VIII. Piparia, Taluka- Waghodia, Dist. Vadodara-391760, Gujarat",Private
AYU0713,Gujarat,"Monark ayurved medical College and hospital AT. & Post- Vahelal, Naroda-dahegam road Ta.
Dascroi, Ahmedabad- 382330 Gujarat",Private
AYU0712,Gujarat,"Dhruv Institute of Ayurved, Vrajbhumi Ashram, At-Dumiyani, Tal-Upleta, Dist-Rajkot-360440
Gujarat",Private
AYU0790,Himachal Pradesh,"Awasthi Ayurvedic Medical College & Hospital, Ward no. 09, Nalagarh, Distt. Solan-174101,
Himachal Pradesh",Private
AYU0714,Haryana,"Baba Khetanath Govt. Ayurvedic College and Hospital, village-Patikara, Narnaul, Dist-
Mahendragarh",Government
AYU0784,Maharashtra,"Dr. Shubhangi Pradip Patil Ayurvedic Medical College, Plot No. 700, Indira Nagar, Korochi-
Ichalkaranji, Tal.-Hatkanangale, Dist-Kolhapur-416109, Maharashtra",Private
AYU0720,Maharashtra,"Sanjivani College of Ayurveda and Research Center at – Khirdi Ganesh, Post Kopargaon, Tal.
Kopargaon, Distt. Ahmednagar-423603, Maharashtra",Private
AYU0765,Maharashtra,"Pharate Patil Ayurvedic Medical College, A/P Mandavgan Pharata, Tal- Shirur, Pune-412211,
Maharashtra",Private
AYU0782,Maharashtra,"Shantabai Shivshankar Arali Ayurvedic Hospital & College, A/p-Jath, Tal-Jath, Dist-Sangli-
416404, (AYU0782) Maharashtra",Private
AYU0743,Uttar Pradesh,"Goel Ayurvedic Medical College and Hospital, Viii. Anaura Kalan, Near India Canal, Post-
Chinhat, Faizabad Road, Lucknow-226028, Uttar Pradesh",Private
AYU0789,Uttar Pradesh,"Vimla Family Ayurvedic Medical College & Hospital, Gram/Post-Hardoli (Ramaipur Jhanabad
Road), Kanpur Nagar, Uttar Pradesh-209214",Private
AYU0773,Madhya Pradesh,"Corporate College of Ayurvedic Science, 153, Hatai Kheda, Raisen road, Bhopal-462022,
Bhopal, Madhya Pradesh (Inst. ID-AYU0773)",Private
AYU0781,Gujarat,"S.S. Agarwal Institute of Ayurveda, S.S. Agarwal College Campus, Viranjali Marg, Gandevi
Road, Navsari-396445, Gujarat",Private
AYU0785,Maharashtra,"PA. PU. Gurumauli Annasaheb More Ayurved College, Survey No. 311, 352, 312, Malipargaon,
Tah. Majalgaon, Dist. Beed- 431131, Maharashtra",Private
AYU0723,Maharashtra,"P.R. Pote (Patil) Education & Welfare Trust, R. No. E-511/Amt., Pote Estate, Pote Patil Road,
Kathora, Amravati-444602, Maharashtra",Private
AYU0787,Maharashtra,"Shri. Goraksha Ayurvedic Medical College, Hospital & Research Centre Gat no 402,404 At Post
Khamgaon Tq Phulambri Dist. Aurangabad-431151, Maharashtra",Private
AYU0763,Karnataka,"AGM Ayurvedic Medical College & Hospital, Algur RC Jamkhandi-Bagalkot-587301, Karnataka",Private
AYU0779,Haryana,"BDM College of Ayurveda Science and Hospital, VPO-Chhuchhakwas, Jhajjar Haryana-124106",Private
AYU0718,Madhya Pradesh,"Radharaman Ayurved Medical College Research Hospital, Fatehpur Dobra, Ratibad Bhopal-
462044",Private
AYU0758,Karnataka,"KLE Ayurveda Medical College, C.B. Kore Polytechnic Campus, Chikodi-591201, Dist.-Belagavi,
Karnataka",Private
AYU0800,Karnataka,"Smt. Shantadevi Memorial Ayurvedic Medical College & Hospital, Badagandi, Tq. Bilagi, Dist
Bagalkot-587116, Karnataka",Private
AYU0774,Maharashtra,"Sawkar Ayurvedic Medical College & Sawkar Ayurvedic hospital, Satara, Gat no. 247, At
Panmalewadi, Post – Varye, Tal & Dist. Satara-415015, Maharashtra",Private
AYU0778,Uttar Pradesh,"R.G.S. Ayurvedic Medical College & Research Center, Vill-Karaundi, Po-Itaunja, Teh-Bakshi Ka
Talab, Dist-Lucknow-226203, Uttar Pradesh",Private
AYU0639,Uttar Pradesh,"R.K Institute of Ayurvedic Medical Sciences Dewraniya, Faridpur-Bukhara Road, Bareilly-
243503, Uttar Pradesh",Private
AYU0721,Maharashtra,"Shivajirao Pawar Ayurvedic Medical College & Research Centre at Pachegaon, TQ. Newasa,
Dist. Ahmednagar, Maharashtra",Private
AYU0786,Maharashtra,"Ratnadeep Ayurved Medical College, Ratnapur Taluka- Jamkhed, Dist- Ahmednagar, Jamkhed
– 413201 Maharashtra",Private
AYU0738,Rajasthan,"Govt. Ayurvedic college, Pratap Nagar, Jaipur-302033, Rajasthan",Government
AYU0801,Karnataka,"Poornima Ayurvedic Medical College, Hospital & Research Centre, SY No.- 1163, MPL No.-4-4-
409, Mantralaya Road, Raichur- 584103, Karnataka",Private
AYU0803,Maharashtra,"Matoshri Ayurved College, Hospital and Research Centre, Karjule Harya, Tal. Parner, Vitthal Nagar, Kokate Vasti, Karjule Harya Parner, Dist. Ahemadnagar-414304, Maharashtra",Private
AYU0732,Uttar Pradesh,"Javitri Institute of Ayurveda Medical Sciences, Viii & Post-Kankaha, Tehsil- Mohanlalganj, Dist-
Lucknow-226303",Private
AYU0638,Uttar Pradesh,"Santanpal Singh Ayurvedic Medical College & Hospital, Village Noorpur Tasrora, Mirzapur,
Tehsil Jalalabad, Shahjahanpur- 242221",Private
AYU0751,Uttar Pradesh,"Swati Hospital and Ayurveda Medical College, Bhudhana Road Tawli, Muzaffarnagar- 251318",Private
AYU0648,Uttar Pradesh,"A.N.A Ayurvedic Medical College & Hospital Vill-Kurtara Tehsil- Meerganj, Bareilly-243501,
Uttar Pradesh",Private
AYU0804,Karnataka,"Shri Bidarur Institute  of Ayurvda and Hospital, near SMK Nagar, Gadag- Balanugar Road,
Gadag- 582101, Karnataka",Private
AYU0766,Bihar,"Himalaya Ayurvedic Medical College & Hospital Chiksi, Paliganj, Patna-801110, Bihar",Private
AYU0791,Rajasthan,"Govt. Ayurved Mahavidyalaya, Kekari, Ajmer-305404, Rajasthan",Government
AYU0741,Rajasthan,"Govt. Ayurved Mahavidyalaya Evum Chikitsalaya, Rajkiya Shri Vrishbhanu Kumar (S.V.K) Opp.
Girls Higher School, Atalbandh, Bharatpur-321001, Rajasthan",Government
AYU0731,Rajasthan,"Govt. Ayurvedic Mahavidyalaya, Govt. Zilla Chikitsalaya, Bandra Baas, Bikaner, Rajasthan-
334001",Government
AYU0739,Rajasthan,"Govt. Ayurved Mahavidyalaya, Vaid Dadudayal Joshi Rajkiya Zila Ayurved Chikitsalaya,
Talvandi, Kota-324005, Rajasthan",Government
AYU0730,Rajasthan,"Govt. Ayurved Mahavidyalaya, Dr. Rajendra Prasad Zila Ayurved Chikitsalaya, Ranisati Road,
Sikar-332001, Rajasthan",Government
AYU0001,Telangana,"Dr. BRKR Govt. Ayurvedic College, Opp. E.S.I Hospital, Erragadda, Hyderabad-500038,
Telangana",Government
AYU0002,Andhra Pradesh,"Dr. NR Shastry Govt. Ayurvedic College,
M.G. Road, Vijayawada-520002, Urban Mandal, Krishna District.
Andhra Pradesh",Government
AYU0003,Andhra Pradesh,"Sri Venkateshwara Ayurvedic College,
SVIMS Campus, T T Devasthanam, Tirupati North-517507,
Andhra Pradesh",Private
AYU0004,Telangana,"Anantha Laxmi Govt. Ayurvedic College,
Post Laxmipura, Labour Colony, Tq. & Distt. Warangal-506013, Telangana",Government
AYU0008,Assam,"Government Ayurvedic College, Jalukbari, Distt-Kamrup (Metro), Guwahati- 781014 ,
Assam",Government
AYU0009,Bihar,"Government Ayurvedic College & Hospital,
Kadam Kuan, Patna- 800003, Bihar",Government
AYU0010,Bihar,"Ravindranath Mukherjee Ayurved College,
Motihari, Dist. East Champaran- 845401,
Bihar",Private
